,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,insula-rh,lateraloccipital-rh,temporalpole-rh,transversetemporal-rh
entorhinal-lh,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
entorhinal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.0,0.4857142857142857
temporalpole-rh,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.46875,0.0,0.53125
