,bankssts-rh,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,fusiform-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-rh
bankssts-rh,0.6767676767676768,0.32323232323232326,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.19078947368421054,0.7697368421052632,0.0,0.0,0.0,0.01644736842105263,0.023026315789473683,0.0
frontalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.015706806282722512,0.0,0.0,0.0,0.9528795811518325,0.031413612565445025,0.0
parahippocampal-rh,0.0,0.06818181818181818,0.0,0.0,0.0,0.18181818181818182,0.75,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
