,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,paracentral-rh,parstriangularis-rh,posteriorcingulate-rh,temporalpole-lh
caudalmiddlefrontal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.76,0.2,0.04,0.0,0.0
paracentral-rh,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.11627906976744186,0.0,0.6744186046511628,0.20930232558139536,0.0
posteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.5185185185185185,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
