,entorhinal-lh,frontalpole-lh,frontalpole-rh,parahippocampal-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh,transversetemporal-rh
entorhinal-lh,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.20253164556962025,0.6962025316455697,0.10126582278481013,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.28,0.7,0.0,0.02,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.10714285714285714,0.14285714285714285,0.75,0.0,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transversetemporal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
