,fusiform-lh,fusiform-rh,insula-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
fusiform-lh,0.2571428571428571,0.17142857142857143,0.17142857142857143,0.22857142857142856,0.17142857142857143,0.0,0.0,0.0
fusiform-rh,0.21875,0.1875,0.1875,0.21875,0.1875,0.0,0.0,0.0
insula-rh,0.21875,0.1875,0.1875,0.21875,0.1875,0.0,0.0,0.0
parahippocampal-lh,0.2571428571428571,0.17142857142857143,0.17142857142857143,0.22857142857142856,0.17142857142857143,0.0,0.0,0.0
parahippocampal-rh,0.21875,0.1875,0.1875,0.21875,0.1875,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
