,fusiform-lh,fusiform-rh,insula-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
fusiform-lh,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0
fusiform-rh,0.16923076923076924,0.2153846153846154,0.2153846153846154,0.18461538461538463,0.2153846153846154,0.0,0.0,0.0
insula-rh,0.16923076923076924,0.2153846153846154,0.2153846153846154,0.18461538461538463,0.2153846153846154,0.0,0.0,0.0
parahippocampal-lh,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0
parahippocampal-rh,0.16923076923076924,0.2153846153846154,0.2153846153846154,0.18461538461538463,0.2153846153846154,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
