,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,pericalcarine-rh,rostralanteriorcingulate-rh,superiorparietal-rh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.4888888888888889,0.044444444444444446,0.15555555555555556,0.0,0.3111111111111111,0.0,0.0,0.0
frontalpole-rh,0.0,0.325,0.2875,0.1375,0.25,0.0,0.0,0.0
medialorbitofrontal-rh,0.054945054945054944,0.27472527472527475,0.3076923076923077,0.08791208791208792,0.27472527472527475,0.0,0.0,0.0
pericalcarine-rh,0.0,0.24324324324324326,0.16216216216216217,0.5135135135135135,0.08108108108108109,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.12244897959183673,0.22448979591836735,0.2755102040816326,0.05102040816326531,0.32653061224489793,0.0,0.0,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
